Date,Greenland AWP,Canada,USA 48,eastern Canada,Central Canada,Canadian Rockies,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
2000-193,6.217,22.731,24.733,25.621,25.17,23.617,18.274,21.306,27.33,24.569,26.063,23.059
2000-194,6.175,22.642,24.687,25.543,25.085,23.53,18.174,21.225,27.273,24.517,26.009,23.013
2000-195,6.131,22.551,24.639,25.461,24.996,23.445,18.069,21.119,27.213,24.463,25.952,22.964
2000-196,6.312,22.948,24.589,25.376,24.897,23.831,19.216,21.19,27.151,24.407,25.893,22.913
2000-197,6.262,22.843,24.536,25.287,24.8,23.731,19.093,21.073,27.086,24.348,25.831,22.86
2000-198,6.211,22.735,24.482,25.194,24.699,23.626,18.965,20.952,27.018,24.286,25.766,22.805
2000-199,6.115,22.633,24.424,25.138,24.6,23.747,18.727,20.826,26.947,24.222,25.666,22.747
2000-200,6.06,22.516,24.381,25.038,24.491,23.634,18.591,20.697,26.874,24.156,25.596,22.753
2000-201,6.004,22.396,24.32,24.935,24.379,23.517,18.45,20.563,26.798,24.087,25.524,22.69
2000-202,5.945,22.272,24.257,24.828,24.263,23.396,18.305,20.425,26.719,24.016,25.45,22.626
2000-203,5.885,22.134,24.198,24.717,24.143,23.204,18.156,20.282,26.638,23.943,25.373,22.588
2000-204,6.094,22.003,24.13,24.603,24.019,23.076,18.003,20.136,26.554,23.866,25.293,22.519
2000-205,6.066,21.9,24.06,24.486,23.892,22.944,17.944,19.986,26.467,23.788,25.211,22.448
2000-206,5.999,21.761,23.988,24.366,23.761,22.808,17.782,19.832,26.378,23.707,25.126,22.374
2000-207,5.968,21.622,23.913,24.242,23.627,22.669,17.627,19.674,26.286,23.624,25.039,22.299
2000-208,5.898,21.475,23.836,24.114,23.489,22.527,17.458,19.512,26.191,23.538,24.949,22.221
2000-209,5.825,21.375,23.757,23.984,23.347,22.718,17.285,19.347,26.094,23.45,24.857,22.141
2000-210,5.742,21.222,23.684,23.85,23.203,22.567,17.11,19.157,25.994,23.359,24.762,22.089
2000-211,5.667,21.065,23.601,23.713,23.054,22.412,16.93,18.985,25.891,23.267,24.664,22.005
2000-212,5.591,20.905,23.515,23.573,22.903,22.254,16.746,18.809,25.786,23.171,24.565,21.918
2000-213,5.513,20.741,23.428,23.429,22.748,22.092,16.559,18.656,25.678,23.074,24.462,21.833
2000-214,5.434,20.575,23.339,23.283,22.59,21.927,16.37,18.474,25.567,22.974,24.358,21.747
2000-215,5.354,20.404,23.247,23.133,22.426,21.759,16.177,18.289,25.454,22.872,24.25,21.653
2000-216,5.274,20.231,23.153,22.981,22.262,21.588,15.982,18.1,25.338,22.767,24.141,21.558
2000-217,5.192,20.054,23.056,22.826,22.098,21.395,15.783,17.961,25.22,22.66,24.029,21.461
2000-218,5.109,19.875,22.958,22.667,21.927,21.218,15.582,17.766,25.099,22.551,23.914,21.362
2000-219,5.025,19.729,22.873,22.506,21.754,21.275,15.379,17.569,24.976,22.439,23.858,21.316
2000-220,4.941,19.545,22.77,22.342,21.578,21.09,15.173,17.368,24.85,22.326,23.738,21.213
2000-221,4.856,19.358,22.665,22.175,21.399,20.903,14.966,17.166,24.722,22.21,23.616,21.107
2000-222,4.77,19.169,22.558,22.006,21.217,20.712,14.755,16.961,24.591,22.092,23.492,20.998
2000-223,4.684,18.977,22.449,21.834,21.033,20.519,14.543,16.753,24.458,21.971,23.365,20.888
2000-224,4.612,18.84,22.337,21.659,20.845,20.41,14.463,16.649,24.322,21.849,23.236,20.776
2000-225,4.524,18.645,22.224,21.482,20.656,20.211,14.251,16.402,24.184,21.724,23.105,20.662
2000-226,4.436,18.446,22.108,21.302,20.464,20.009,14.032,16.188,24.043,21.597,22.971,20.546
2000-227,4.348,18.212,21.986,21.12,20.269,19.751,13.738,15.967,23.9,21.468,22.807,20.415
2000-228,4.259,17.963,21.867,20.935,20.072,19.545,13.381,15.199,23.755,21.337,22.669,20.295
2000-229,4.171,17.791,21.745,20.748,19.873,19.337,13.257,15.336,23.608,21.203,22.529,20.173
2000-230,4.238,17.59,21.622,20.559,19.671,19.126,13.051,15.354,23.458,21.068,22.387,20.049
2000-231,4.145,17.398,21.498,20.368,19.467,19.028,12.827,15.13,23.306,20.931,22.242,19.933
2000-232,4.052,17.188,21.371,20.174,19.261,18.812,12.603,14.905,23.151,20.792,22.096,19.805
2000-233,3.959,16.975,21.241,19.978,19.053,18.594,12.377,14.678,22.995,20.65,21.948,19.675
2000-234,3.866,16.762,21.11,19.781,18.844,18.375,12.151,14.45,22.836,20.507,21.797,19.544
2000-235,3.773,16.547,20.977,19.581,18.632,18.153,11.924,14.221,22.676,20.362,21.644,19.411
2000-236,3.681,16.337,20.842,19.38,18.419,17.93,11.716,14.047,22.513,20.215,21.49,19.276
2000-237,3.589,16.119,20.705,19.176,18.203,17.706,11.488,13.814,22.348,20.067,21.333,19.139
2000-238,3.432,15.821,20.566,18.971,17.987,17.48,11.025,13.581,22.182,19.916,21.175,19.001
2000-239,3.343,15.605,20.425,18.764,17.768,17.252,10.809,13.347,22.013,19.764,21.015,18.861
2000-240,3.255,15.387,20.283,18.556,17.548,17.023,10.59,13.112,21.842,19.61,20.853,18.719
2000-241,3.222,15.172,20.139,18.346,17.327,16.793,10.38,12.824,21.67,19.454,20.689,18.576
2000-242,3.133,14.948,19.994,18.135,17.104,16.562,10.148,12.587,21.495,19.297,20.524,18.431
2000-243,3.036,14.656,19.847,17.922,16.881,16.33,9.719,12.306,21.319,19.138,20.357,18.285
2000-244,2.907,14.408,19.698,17.708,16.656,16.096,9.42,11.951,21.141,18.978,20.188,18.137
2000-245,2.822,14.19,19.548,17.493,16.43,15.862,9.211,11.719,20.961,18.816,20.017,17.988
2000-246,2.738,13.973,19.396,17.276,16.203,15.615,9.015,11.497,20.78,18.652,19.845,17.838
2000-247,2.655,13.706,19.24,17.059,15.975,15.095,8.791,11.265,20.598,18.488,19.672,17.674
2000-248,2.572,13.466,19.085,16.84,15.747,14.865,8.52,11.032,20.414,18.322,19.497,17.521
2000-249,2.475,13.244,18.929,16.621,15.517,14.634,8.307,10.801,20.228,18.154,19.321,17.366
2000-250,2.395,13.026,18.771,16.401,15.288,14.403,8.103,10.57,20.041,17.986,19.143,17.208
2000-251,2.316,12.807,18.612,16.18,15.057,14.171,7.901,10.339,19.852,17.816,18.965,17.051
2000-252,2.237,12.574,18.452,15.959,14.827,13.94,7.654,10.109,19.663,17.645,18.784,16.893
2000-253,2.16,12.358,18.291,15.737,14.596,13.708,7.462,9.88,19.472,17.473,18.603,16.734
2000-254,2.084,12.136,18.129,15.514,14.364,13.452,7.263,9.651,19.279,17.3,18.421,16.574
2000-255,2.02,11.919,17.965,15.291,14.133,13.221,7.067,9.424,19.086,17.125,18.237,16.414
2000-256,1.932,11.697,17.801,15.068,13.902,12.98,6.861,9.167,18.892,16.951,18.053,16.252
2000-257,1.852,11.394,17.636,14.844,13.67,12.217,6.64,8.887,18.697,16.775,17.847,16.092
2000-258,1.781,11.139,17.472,14.62,13.439,11.712,6.452,8.468,18.501,16.599,17.661,15.935
2000-259,1.64,10.911,17.305,14.397,13.208,11.439,6.242,8.119,18.305,16.421,17.475,15.771
2000-260,1.575,10.715,17.137,14.173,12.977,11.326,6.056,7.91,18.107,16.244,17.288,15.606
2000-261,1.512,10.505,16.968,13.95,12.748,11.113,5.872,7.702,17.909,16.065,17.1,15.441
2000-262,1.359,10.197,16.799,13.727,12.518,10.827,5.432,6.976,17.71,15.886,16.911,15.275
2000-263,1.302,9.955,16.629,13.504,12.289,10.368,5.258,6.633,17.511,15.707,16.722,15.108
2000-264,1.246,9.752,16.458,13.281,12.061,10.165,5.091,6.451,17.311,15.527,16.533,14.941
2000-265,1.191,9.492,16.249,13.059,11.833,9.6,4.909,6.248,17.11,15.346,16.343,14.624
2000-266,1.138,9.112,15.798,12.838,11.484,9.206,4.386,6.07,16.91,14.863,16.153,13.764
2000-267,1.086,8.972,15.692,12.618,11.335,9.247,4.238,5.894,16.709,14.803,15.963,13.692
2000-268,1.035,8.798,15.235,12.398,11.141,9.122,4.092,5.721,16.509,14.436,15.773,12.652
2000-269,0.986,8.716,15.325,12.165,10.934,9.227,4.143,5.603,16.308,14.428,15.583,13.283
2000-270,0.938,8.247,15.251,11.382,10.712,9.03,3.621,5.359,16.107,14.336,15.392,13.382
2000-271,0.892,8.02,15.085,11.007,10.491,8.834,3.492,5.194,15.906,14.157,15.202,13.238
2000-272,0.847,7.841,15.036,10.809,10.272,8.64,3.365,5.03,15.706,14.076,15.012,13.422
2000-273,0.804,7.656,14.867,10.612,10.055,8.448,3.216,4.869,15.505,13.895,14.822,13.268
2000-274,0.762,7.223,14.695,10.513,9.839,8.075,2.335,4.382,15.305,13.716,14.632,13.103
2000-275,0.722,6.527,14.557,9.938,9.163,7.653,1.41,4.234,15.105,13.541,14.443,13.061
2000-276,0.683,6.329,14.391,9.753,8.909,7.219,1.346,4.093,14.906,13.363,14.254,12.917
2000-277,0.645,6.346,14.22,9.724,8.82,7.157,1.511,3.982,14.707,13.185,14.066,12.75
2000-278,0.61,6.35,14.044,9.925,8.653,6.848,1.621,3.787,14.51,13.007,13.879,12.566
2000-279,0.575,5.898,13.811,9.729,7.539,6.65,1.342,3.655,14.313,12.696,13.692,12.336
2000-280,0.542,5.924,13.648,9.535,7.954,6.605,1.286,3.505,14.116,12.546,13.506,12.166
2000-281,0.51,5.812,13.505,9.343,7.878,6.447,1.231,2.928,13.921,12.424,13.321,12.035
2000-282,0.471,5.718,13.337,9.153,7.636,6.674,1.183,2.806,13.726,12.249,13.136,11.873
2000-283,0.442,5.707,13.165,8.965,7.766,6.469,1.293,2.659,13.533,12.062,12.953,11.711
2000-284,0.415,5.598,13.015,8.725,7.759,6.303,1.237,2.56,13.261,11.952,12.77,11.56
2000-285,0.389,5.417,12.866,8.154,7.585,6.215,1.316,2.462,13.139,11.78,12.589,11.446
2000-286,0.365,5.316,12.656,8.165,7.395,5.968,1.257,2.325,12.919,11.613,12.409,11.116
2000-287,0.341,5.204,12.488,8.094,7.209,5.786,1.199,2.19,12.765,11.443,12.231,10.934
2000-288,0.319,5.071,12.333,7.922,7.025,5.631,1.142,2.103,12.578,11.275,12.053,10.809
2000-289,0.296,4.929,12.13,7.73,6.843,5.448,1.087,2.039,12.392,11.109,11.877,10.493
2000-290,0.276,4.8,11.97,7.56,6.665,5.3,1.035,1.955,12.205,10.943,11.703,10.343
2000-291,0.258,4.673,11.811,7.393,6.489,5.154,0.983,1.872,12.022,10.779,11.53,10.194
2000-292,0.19,4.342,11.633,6.451,6.317,5.017,0.934,1.771,11.842,10.615,11.358,9.97
2000-293,0.177,4.191,11.477,6.31,6.143,4.648,0.886,1.694,11.663,10.454,11.189,9.82
2000-294,0.164,4.137,11.373,6.619,5.898,4.531,0.714,1.661,11.486,10.297,11.021,9.873
2000-295,0.152,4.024,11.218,6.622,5.737,4.194,0.641,1.656,11.315,10.14,10.855,9.723
2000-296,0.14,3.817,11.026,6.323,5.5,3.992,0.525,1.58,11.141,9.985,10.714,9.417
2000-297,0.13,3.731,10.881,6.152,5.416,3.933,0.495,1.507,10.97,9.831,10.538,9.296
2000-298,0.12,3.63,10.752,6.011,5.265,3.821,0.467,1.437,10.801,9.679,10.39,9.233
2000-299,0.111,3.531,10.605,5.872,5.117,3.712,0.44,1.368,10.634,9.529,10.231,9.096
2000-300,0.102,3.478,10.451,5.835,4.989,3.635,0.439,1.248,10.469,9.381,10.074,8.926
2000-301,0.094,3.382,10.308,5.699,4.847,3.53,0.413,1.188,10.306,9.235,9.92,8.793
2000-302,0.087,3.181,10.167,5.172,4.698,3.427,0.388,1.13,10.146,9.091,9.767,8.662
2000-303,0.08,3.093,10.027,5.052,4.563,3.326,0.365,1.074,9.988,8.949,9.617,8.527
2000-304,0.073,2.909,9.862,4.569,4.43,3.228,0.342,1.021,9.608,8.81,9.469,8.361
2000-305,0.067,2.785,9.657,4.392,4.259,3.132,0.283,0.914,8.563,8.673,9.324,8.242
2000-306,0.062,2.665,9.306,4.332,4.063,2.819,0.255,0.869,9.265,8.522,9.181,7.044
2000-307,0.057,2.578,9.064,4.247,3.883,2.722,0.238,0.825,9.188,8.177,9.04,6.748
2000-308,0.052,2.599,9.027,4.507,3.742,2.666,0.222,0.783,9.046,8.068,8.901,6.928
2000-309,0.048,2.526,8.948,4.446,3.587,2.58,0.207,0.743,9.058,7.967,8.766,6.912
2000-310,0.044,2.443,8.826,4.34,3.438,2.489,0.193,0.701,8.911,7.844,8.632,6.809
2000-311,0.04,2.217,8.677,4.268,2.691,2.379,0.177,0.664,8.774,7.65,8.501,6.688
2000-312,0.037,2.006,8.095,4.158,2.039,2.275,0.164,0.63,8.646,6.29,8.373,6.427
2000-313,0.034,1.98,7.869,4.188,1.957,2.211,0.153,0.597,8.542,6.37,8.248,6.353
2000-314,0.031,1.926,7.838,4.09,1.899,2.145,0.142,0.566,8.413,6.302,8.125,6.31
2000-315,0.028,1.835,7.479,3.994,1.773,1.936,0.132,0.536,8.286,6.02,8.005,5.315
2000-316,0.026,1.769,7.141,3.9,1.659,1.865,0.122,0.508,8.162,5.792,7.87,4.269
2000-317,0.024,1.702,6.713,3.805,1.537,1.809,0.113,0.481,8.042,5.186,7.756,3.617
2000-318,0.022,1.563,6.6,3.415,1.443,1.755,0.105,0.456,7.924,5.079,7.606,3.446
2000-319,0.02,1.474,6.534,3.289,1.331,1.581,0.098,0.423,7.808,5.06,7.498,3.38
2000-320,0.018,1.447,6.778,3.215,1.316,1.575,0.09,0.401,7.696,5.083,7.429,4.315
2000-321,0.016,1.414,6.665,3.144,1.294,1.53,0.084,0.38,7.587,5.032,7.325,4.098
2000-322,0.015,1.373,6.436,3.074,1.244,1.476,0.078,0.36,7.387,4.697,7.225,3.852
2000-323,0.014,1.338,6.368,3.008,1.208,1.434,0.072,0.342,7.285,4.65,7.127,3.801
2000-324,0.013,1.304,6.284,2.943,1.174,1.394,0.067,0.325,7.186,4.591,7.032,3.703
2000-325,0.012,1.272,6.216,2.881,1.141,1.355,0.062,0.308,7.09,4.534,6.939,3.658
2000-326,0.011,1.051,6.252,1.981,1.219,1.357,0.061,0.293,6.761,4.538,6.851,4.014
2000-327,0.01,0.931,6.157,1.611,1.165,1.321,0.054,0.279,4.955,4.483,6.765,4.391
2000-328,0.009,0.903,6.141,1.561,1.131,1.284,0.05,0.265,4.997,4.453,6.681,4.461
2000-329,0.008,0.898,6.158,1.541,1.156,1.253,0.046,0.251,5.58,4.496,6.6,4.405
2000-330,0.008,0.864,6.068,1.463,1.126,1.222,0.043,0.239,5.259,4.454,6.522,4.309
2000-331,0.007,0.845,6.031,1.439,1.097,1.191,0.04,0.228,5.262,4.433,6.447,4.278
2000-332,0.007,0.827,6.076,1.415,1.107,1.106,0.038,0.217,5.603,4.513,6.342,4.33
2000-333,0.006,0.804,6.049,1.389,1.059,1.079,0.035,0.208,5.567,4.513,6.273,4.32
2000-334,0.006,0.805,6.097,1.394,1.066,1.072,0.033,0.191,5.837,4.54,6.207,4.46
2000-335,0.005,0.788,5.984,1.37,1.041,1.048,0.031,0.183,5.777,4.481,5.905,4.223
2000-336,0.005,0.772,5.912,1.347,1.018,1.025,0.029,0.175,5.72,4.438,5.759,4.102
2000-337,0.005,0.752,5.734,1.332,0.974,0.99,0.027,0.139,4.793,4.347,5.704,4.066
2000-338,0.004,0.738,5.534,1.312,0.954,0.971,0.026,0.133,4.743,3.958,5.652,4.031
2000-339,0.004,0.723,5.632,1.365,0.847,0.952,0.024,0.128,5.117,4.088,5.604,4.132
2000-340,0.004,0.717,5.637,1.413,0.786,0.935,0.023,0.124,5.199,4.042,5.557,4.101
2000-341,0.004,0.706,5.602,1.394,0.772,0.919,0.022,0.119,5.147,4.027,5.514,4.049
2000-342,0.003,0.65,5.568,1.192,0.774,0.902,0.021,0.116,4.721,3.864,5.769,4.219
2000-343,0.003,0.634,5.567,1.167,0.764,0.857,0.02,0.112,4.662,3.905,5.715,4.215
2000-344,0.003,0.627,5.529,1.145,0.77,0.844,0.019,0.109,4.273,3.911,5.677,4.218
2000-345,0.003,0.594,5.444,1.118,0.679,0.822,0.018,0.106,4.33,3.788,5.643,4.076
2000-346,0.003,0.585,4.918,1.107,0.667,0.804,0.017,0.103,4.306,2.688,5.611,3.555
2000-347,0.003,0.584,4.787,1.119,0.659,0.794,0.017,0.101,4.985,2.452,5.447,3.199
2000-348,0.003,0.563,4.709,1.109,0.629,0.719,0.016,0.099,4.512,2.499,5.422,3.159
2000-349,0.002,0.559,4.586,1.105,0.622,0.708,0.016,0.11,4.404,2.265,5.399,3.166
2000-350,0.002,0.548,4.54,1.073,0.617,0.702,0.015,0.112,3.817,2.304,5.379,3.143
2000-351,0.002,0.544,4.645,1.067,0.612,0.697,0.015,0.111,3.781,2.392,5.362,3.242
2000-352,0.002,0.539,4.486,1.062,0.608,0.678,0.015,0.109,3.956,2.296,5.422,3.234
2000-353,0.002,0.54,4.541,1.072,0.605,0.674,0.015,0.108,4.225,2.288,5.406,3.294
2000-354,0.002,0.551,4.494,1.118,0.602,0.672,0.014,0.107,3.874,2.296,5.397,3.289
2000-355,0.002,0.549,4.271,1.114,0.6,0.67,0.014,0.107,2.667,2.221,5.391,3.272
2000-356,0.002,0.549,4.333,1.114,0.599,0.669,0.014,0.106,2.668,2.356,5.387,3.271
2000-357,0.002,0.539,4.345,1.077,0.599,0.668,0.014,0.106,2.666,2.335,5.386,3.27
2000-358,0.002,0.539,4.364,1.078,0.599,0.669,0.014,0.107,2.661,2.373,5.388,3.266
2000-359,0.002,0.538,4.427,1.071,0.6,0.67,0.014,0.107,2.709,2.383,5.393,3.269
2000-360,0.002,0.54,4.46,1.074,0.602,0.672,0.014,0.107,2.809,2.387,5.4,3.273
2000-361,0.002,0.542,4.472,1.078,0.605,0.675,0.015,0.108,2.937,2.243,5.411,3.204
2000-362,0.002,0.544,4.163,1.082,0.608,0.679,0.015,0.109,2.944,2.197,5.424,3.079
2000-363,0.002,0.537,4.06,1.047,0.613,0.683,0.015,0.111,2.867,2.193,5.44,3.041
2000-364,0.002,0.539,4.198,1.053,0.618,0.68,0.015,0.112,2.877,2.258,5.476,3.189
2000-365,0.002,0.544,4.274,1.06,0.623,0.686,0.016,0.114,2.797,2.299,5.498,3.269
2000-366,0.003,0.55,4.299,1.069,0.633,0.697,0.016,0.116,2.865,2.281,5.575,3.342
2001-001,0.003,0.553,3.961,1.078,0.637,0.687,0.017,0.111,2.88,2.139,5.602,3.349
2001-002,0.003,0.559,3.997,1.088,0.645,0.696,0.017,0.114,2.93,2.136,5.632,3.379
2001-003,0.003,0.565,4.172,1.099,0.654,0.705,0.018,0.117,2.925,2.275,5.665,3.504
2001-004,0.003,0.573,4.312,1.111,0.664,0.715,0.019,0.12,2.944,2.398,5.701,3.531
2001-005,0.003,0.596,4.779,1.125,0.732,0.732,0.02,0.123,2.884,2.803,5.74,3.787
2001-006,0.003,0.615,5.014,1.139,0.771,0.765,0.021,0.127,3.025,3.109,5.802,3.968
2001-007,0.004,0.626,5.242,1.155,0.785,0.788,0.022,0.131,3.143,3.373,5.846,4.147
2001-008,0.004,0.636,5.258,1.171,0.795,0.802,0.023,0.136,3.169,3.351,5.894,4.18
2001-009,0.004,0.648,5.337,1.189,0.813,0.817,0.024,0.14,3.124,3.506,5.944,4.213
2001-010,0.004,0.659,5.374,1.208,0.83,0.833,0.026,0.146,3.184,3.554,5.997,4.214
2001-011,0.005,0.669,5.411,1.228,0.844,0.832,0.027,0.141,3.316,3.594,5.966,4.182
2001-012,0.005,0.678,5.182,1.249,0.857,0.834,0.029,0.147,3.391,3.67,5.668,3.128
2001-013,0.005,0.693,5.146,1.273,0.876,0.852,0.031,0.154,3.699,3.822,5.843,2.795
2001-014,0.006,0.701,5.039,1.296,0.871,0.871,0.033,0.16,3.747,3.375,6.079,2.807
2001-015,0.006,0.723,5.172,1.322,0.908,0.902,0.035,0.168,3.822,3.568,5.975,2.873
2001-016,0.007,0.723,5.21,1.348,0.869,0.92,0.038,0.176,3.865,3.566,6.223,2.886
2001-017,0.007,0.75,5.116,1.375,0.921,0.957,0.04,0.184,4.326,3.277,6.295,2.777
2001-018,0.008,0.768,5.029,1.403,0.946,0.982,0.043,0.193,4.291,3.459,6.369,2.644
2001-019,0.008,0.774,5.163,1.433,0.928,0.995,0.047,0.203,4.414,3.581,6.289,2.656
2001-020,0.009,0.794,5.214,1.463,0.954,1.022,0.05,0.213,4.15,3.466,6.367,2.759
2001-021,0.01,0.815,5.259,1.495,0.981,1.05,0.054,0.224,3.447,3.671,6.52,2.912
2001-022,0.011,0.835,5.342,1.528,1.007,1.075,0.058,0.236,3.486,3.757,6.604,2.958
2001-023,0.012,0.874,5.513,1.563,1.085,1.131,0.063,0.249,3.578,3.963,6.662,3.131
2001-024,0.013,0.898,5.632,1.599,1.117,1.164,0.067,0.262,3.659,4.067,6.751,3.169
2001-025,0.014,0.923,5.716,1.636,1.15,1.198,0.073,0.277,3.71,4.187,6.844,3.21
2001-026,0.015,0.946,5.756,1.671,1.184,1.227,0.078,0.292,3.762,4.119,6.938,3.244
2001-027,0.017,0.973,5.727,1.711,1.22,1.264,0.084,0.308,3.789,4.076,6.787,3.145
2001-028,0.018,1.002,5.656,1.752,1.257,1.303,0.091,0.325,4.163,3.817,6.783,3.065
2001-029,0.02,1.036,5.383,1.795,1.315,1.345,0.098,0.344,4.264,3.507,6.881,2.759
2001-030,0.022,1.067,5.687,1.839,1.356,1.387,0.106,0.363,4.964,3.975,7.021,2.848
2001-031,0.024,1.099,5.804,1.884,1.401,1.431,0.114,0.383,5.352,4.023,7.125,2.93
2001-032,0.026,1.133,5.904,1.931,1.446,1.478,0.123,0.405,5.385,3.926,7.621,3.132
2001-033,0.028,1.166,5.97,1.979,1.488,1.525,0.133,0.428,5.146,3.925,7.749,3.201
2001-034,0.031,1.205,6.092,2.028,1.54,1.587,0.143,0.452,5.117,4.121,7.867,3.276
2001-035,0.034,1.242,6.375,2.079,1.588,1.637,0.154,0.478,5.431,4.516,7.987,3.436
2001-036,0.037,1.28,6.61,2.132,1.638,1.69,0.166,0.505,5.201,4.698,8.201,3.908
2001-037,0.04,1.319,6.88,2.186,1.689,1.744,0.178,0.533,5.133,5.104,8.338,4.217
2001-038,0.044,1.359,7.007,2.241,1.742,1.8,0.191,0.563,5.482,5.208,8.468,4.295
2001-039,0.048,1.401,7.11,2.298,1.797,1.857,0.206,0.594,5.746,5.396,8.599,4.2
2001-040,0.053,1.408,6.628,2.356,1.739,1.856,0.221,0.627,6.885,4.018,8.734,3.989
2001-041,0.057,1.451,6.737,2.415,1.794,1.916,0.237,0.662,6.714,4.21,8.87,4.048
2001-042,0.062,1.496,6.95,2.476,1.85,1.977,0.253,0.698,6.836,4.444,9.01,4.094
2001-043,0.068,1.542,7.169,2.539,1.907,2.04,0.271,0.736,6.891,4.623,9.151,4.344
2001-044,0.074,1.59,7.327,2.612,1.966,2.089,0.29,0.72,7.206,4.919,8.56,4.369
2001-045,0.08,1.639,7.28,2.678,2.027,2.156,0.31,0.759,7.317,4.978,8.341,4.059
2001-046,0.087,1.69,7.563,2.745,2.089,2.224,0.331,0.799,7.425,5.509,8.48,4.255
2001-047,0.095,1.741,7.769,2.814,2.152,2.294,0.353,0.841,7.981,5.757,8.535,4.356
2001-048,0.103,1.798,7.95,2.897,2.217,2.365,0.377,0.885,7.884,5.859,8.733,4.715
2001-049,0.112,1.853,8.062,2.969,2.283,2.439,0.401,0.93,7.983,5.967,8.872,4.787
2001-050,0.121,1.906,8.266,3.041,2.351,2.496,0.427,0.975,8.114,6.193,9.068,5.03
2001-051,0.131,1.961,8.39,3.115,2.42,2.561,0.454,1.026,8.399,6.289,9.211,5.109
2001-052,0.142,2.02,8.503,3.19,2.491,2.639,0.482,1.077,8.528,6.383,9.357,5.185
2001-053,0.153,2.08,8.324,3.267,2.563,2.718,0.511,1.129,7.004,5.889,9.689,5.787
2001-054,0.166,2.141,8.706,3.344,2.636,2.8,0.541,1.183,6.937,6.704,9.84,5.871
2001-055,0.179,2.204,8.944,3.423,2.712,2.883,0.573,1.239,7.388,6.95,9.992,5.942
2001-056,0.193,2.27,9.074,3.514,2.788,2.967,0.606,1.296,8.233,6.9,10.146,6.021
2001-057,0.207,2.335,9.317,3.593,2.866,3.053,0.641,1.206,9.814,7,10.315,6.147
2001-058,0.223,2.411,9.247,3.711,2.945,3.141,0.677,1.262,9.991,6.544,10.472,6.234
2001-059,0.24,2.475,9.268,3.781,3.024,3.233,0.714,1.32,9.759,6.274,11.028,6.748
2001-060,0.258,2.545,9.251,3.866,3.105,3.324,0.752,1.379,9.902,6.27,11.193,6.563
2001-061,0.277,2.625,9.812,3.952,3.222,3.426,0.792,1.44,9.65,7.352,11.36,6.879
2001-062,0.296,2.699,9.989,4.046,3.307,3.52,0.833,1.503,9.779,7.618,11.528,6.962
2001-063,0.318,2.772,10.049,4.134,3.393,3.616,0.875,1.567,8.881,7.79,11.697,7.044
2001-064,0.34,2.904,10.341,4.224,3.69,3.746,0.919,1.633,8.027,8.443,11.867,7.338
2001-065,0.363,2.963,10.294,4.248,3.783,3.845,0.964,1.7,7.058,8.349,12.039,7.437
2001-066,0.388,3.045,10.738,4.338,3.885,3.96,1.011,1.769,7.899,9.028,12.317,7.789
2001-067,0.414,3.124,10.976,4.429,3.981,4.063,1.059,1.839,7.997,9.251,12.59,8.224
2001-068,0.441,3.204,11.103,4.518,4.077,4.166,1.108,1.911,8.288,9.249,12.766,8.333
2001-069,0.469,3.285,11.235,4.611,4.174,4.272,1.159,1.984,8.407,9.388,12.943,8.443
2001-070,0.499,3.369,11.42,4.71,4.274,4.378,1.21,2.059,8.598,9.598,13.33,8.583
2001-071,0.53,3.464,11.432,4.845,4.373,4.486,1.264,2.135,9.516,9.255,13.511,8.587
2001-072,0.563,3.747,12.066,4.941,5.246,4.635,1.318,2.212,10.369,10.528,13.886,8.854
2001-073,0.597,3.84,12.276,5.038,5.369,4.75,1.379,2.291,10.505,10.795,14.242,9.057
2001-074,0.632,3.852,12.217,5.161,5.153,4.847,1.431,2.371,10.762,10.164,14.468,9.353
2001-075,0.669,4,12.294,5.26,5.512,4.939,1.489,2.452,10.733,10.136,14.656,9.498
2001-076,0.707,4.109,12.443,5.279,5.783,5.052,1.549,2.534,10.824,10.3,14.844,9.631
2001-077,0.746,4.182,12.645,5.377,5.807,5.186,1.61,2.618,10.956,10.599,15.033,9.774
2001-078,0.787,4.297,13.126,5.514,5.971,5.301,1.672,2.703,11.506,11.539,15.221,10.032
2001-079,0.829,4.374,13.346,5.614,5.97,5.499,1.735,2.789,11.646,11.802,15.41,10.292
2001-080,0.873,4.474,13.619,5.714,6.108,5.618,1.799,2.876,12.361,12.179,15.598,10.418
2001-081,0.918,4.587,13.987,5.876,6.23,5.736,1.865,2.964,13.029,12.939,15.786,10.517
2001-082,0.964,4.537,14.306,5.98,5.744,5.878,1.931,3.106,12.705,12.978,15.974,11.606
2001-083,1.012,4.661,14.477,6.082,5.873,6.166,1.998,3.197,12.852,13.119,16.262,11.791
2001-084,1.061,4.733,14.478,6.15,5.985,6.182,2.067,3.289,12.647,12.914,16.451,11.924
2001-085,1.111,4.872,14.807,6.252,6.27,6.305,2.136,3.382,11.81,13.133,16.859,12.936
2001-086,1.162,5.035,15.023,6.313,6.691,6.428,2.207,3.476,12.168,13.294,17.05,13.233
2001-087,1.214,5.18,15.413,6.433,7.005,6.507,2.278,3.536,12.777,13.848,17.24,13.627
2001-088,1.268,5.295,15.577,6.534,7.184,6.63,2.35,3.63,12.915,14.043,17.429,13.769
